"Brand","Model","Year","Price","EngineSize","Gear","Mileage","FuelType","Doors","Description","Car Age","Price per Mile","Engine Efficiency(mile/ltr)"
"Audi","S3 S3 TFSI Quattro Vorsprung 4dr S Tronic",2022,37177,2,"Automatic",29675,"Petrol",4,"Audi S3 S3 TFSI Quattro Vorsprung 4dr S Tronic 2 Automatic Petrol 4 2022",3,1.25,14837.5
"Land","Rover DISCOVERY SPORT 2.0 TD4 HSE Black SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps)",2017,13990,2,"Automatic",71381,"Diesel",5,"Land Rover DISCOVERY SPORT 2.0 TD4 HSE Black SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps) 2 Automatic Diesel 5 2017",8,0.2,35690.5
"Dacia","Duster 1.5 Blue dCi Essential 5dr",2019,9950,1.5,"Manual",42652,"Diesel",5,"Dacia Duster 1.5 Blue dCi Essential 5dr 1.5 Manual Diesel 5 2019",6,0.23,28434.67
"Toyota","Aygo 1.0 VVT-i JBL Edition 5dr",2021,12539,1,"Manual",10742,"Petrol",5,"Toyota Aygo 1.0 VVT-i JBL Edition 5dr 1 Manual Petrol 5 2021",4,1.17,10742
"Ford","Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr",2020,14920,1,"Manual",29994,"Petrol",5,"Ford Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr 1 Manual Petrol 5 2020",5,0.5,29994
"Vauxhall","Crossland 1.2 Turbo SRi Nav 5dr",2021,11999,1.2,"Manual",31205,"Petrol",5,"Vauxhall Crossland 1.2 Turbo SRi Nav 5dr 1.2 Manual Petrol 5 2021",4,0.38,26004.17
"Audi","A5 Cabriolet 2.0 TFSI S Line 2dr",2018,15760,2,"Manual",31794,"Petrol",2,"Audi A5 Cabriolet 2.0 TFSI S Line 2dr 2 Manual Petrol 2 2018",7,0.5,15897
"Citroen","C4 1.2 PureTech [130] Sense Plus 5dr Auto",2021,13197,1.2,"Automatic",35009,"Petrol",5,"Citroen C4 1.2 PureTech [130] Sense Plus 5dr Auto 1.2 Automatic Petrol 5 2021",4,0.38,29174.17
"Mini","Countryman 2.0 Cooper S Sport 5dr Auto",2019,21800,2,"Automatic",31063,"Petrol",5,"Mini Countryman 2.0 Cooper S Sport 5dr Auto 2 Automatic Petrol 5 2019",6,0.7,15531.5
"Ford","Focus Vignale 1.0 EcoBoost 125 5dr Auto",2019,15730,1,"Automatic",19457,"Petrol",5,"Ford Focus Vignale 1.0 EcoBoost 125 5dr Auto 1 Automatic Petrol 5 2019",6,0.81,19457
"Ford","Puma ST 1.5 EcoBoost ST 5dr",2022,21459,1.5,"Manual",8771,"Petrol",5,"Ford Puma ST 1.5 EcoBoost ST 5dr 1.5 Manual Petrol 5 2022",3,2.45,5847.33
"Vauxhall","Astra 1.2 Turbo 145 SRi 5dr",2020,9400,1.2,"Manual",31839,"Petrol",5,"Vauxhall Astra 1.2 Turbo 145 SRi 5dr 1.2 Manual Petrol 5 2020",5,0.3,26532.5
"Jeep","GRAND CHEROKEE 3.0 V6 CRD S-LIMITED 5d 237 BHP",2013,10990,2.99,"Automatic",97719,"Diesel",5,"Jeep GRAND CHEROKEE 3.0 V6 CRD S-LIMITED 5d 237 BHP 2.99 Automatic Diesel 5 2013",12,0.11,32681.94
"Skoda","Octavia 1.5 TSI 150 SE L 5dr",2024,23795,1.5,"Manual",18,"Petrol",5,"Skoda Octavia 1.5 TSI 150 SE L 5dr 1.5 Manual Petrol 5 2024",1,1321.94,12
"Audi","A1 30 TFSI 110 S Line 5dr",2021,18500,1,"Manual",37439,"Petrol",5,"Audi A1 30 TFSI 110 S Line 5dr 1 Manual Petrol 5 2021",4,0.49,37439
"Ford","Focus 1.5 EcoBlue 120 Zetec 5dr",2019,12995,1.5,"Manual",40331,"Diesel",5,"Ford Focus 1.5 EcoBlue 120 Zetec 5dr 1.5 Manual Diesel 5 2019",6,0.32,26887.33
"Mercedes","-Benz B-Class B200d Sport 5dr Auto",2020,17400,2,"Automatic",29024,"Diesel",5,"Mercedes -Benz B-Class B200d Sport 5dr Auto 2 Automatic Diesel 5 2020",5,0.6,14512
"Land","Rover Range Rover Velar 2.0 D180 R-Dynamic S 5dr Auto",2019,27300,2,"Automatic",25421,"Diesel",5,"Land Rover Range Rover Velar 2.0 D180 R-Dynamic S 5dr Auto 2 Automatic Diesel 5 2019",6,1.07,12710.5
"Toyota","C-HR 1.2T Design 5dr",2018,12495,1.2,"Manual",48278,"Petrol",5,"Toyota C-HR 1.2T Design 5dr 1.2 Manual Petrol 5 2018",7,0.26,40231.67
"Audi","Q8 55 TFSI Quattro Black Edition 5dr Tiptronic",2021,47256,3,"Automatic",38723,"Petrol",5,"Audi Q8 55 TFSI Quattro Black Edition 5dr Tiptronic 3 Automatic Petrol 5 2021",4,1.22,12907.67
"Audi","A3 30 TFSI S Line 5dr",2022,18450,1,"Manual",52000,"Petrol",5,"Audi A3 30 TFSI S Line 5dr 1 Manual Petrol 5 2022",3,0.35,52000
"Ford","Focus Active Vignale 1.0 EcoBoost 125 Active X 5dr",2022,17299,1,"Manual",21053,"Petrol",5,"Ford Focus Active Vignale 1.0 EcoBoost 125 Active X 5dr 1 Manual Petrol 5 2022",3,0.82,21053
"Audi","A5 35 TFSI Sport 2dr S Tronic",2022,22336,2,"Automatic",27209,"Petrol",2,"Audi A5 35 TFSI Sport 2dr S Tronic 2 Automatic Petrol 2 2022",3,0.82,13604.5
"Volvo","XC40 1.5 T3 R-Design 5dr (SAT NAV, CRUISE, BLUETOOTH)",2021,20988,1.48,"Manual",34048,"Petrol",5,"Volvo XC40 1.5 T3 R-Design 5dr (SAT NAV, CRUISE, BLUETOOTH) 1.48 Manual Petrol 5 2021",4,0.62,23005.41
"Kia","Stonic 1.0T GDi 99 2 5dr DCT",2021,12990,1,"Automatic",33667,"Petrol",5,"Kia Stonic 1.0T GDi 99 2 5dr DCT 1 Automatic Petrol 5 2021",4,0.39,33667
"Kia","Sportage 1.6T GDi ISG 2 5dr",2022,17510,1.6,"Manual",41335,"Petrol",5,"Kia Sportage 1.6T GDi ISG 2 5dr 1.6 Manual Petrol 5 2022",3,0.42,25834.38
"Audi","Q2 35 TFSI S Line 5dr S Tronic",2023,26250,1.5,"Automatic",8057,"Petrol",5,"Audi Q2 35 TFSI S Line 5dr S Tronic 1.5 Automatic Petrol 5 2023",2,3.26,5371.33
"Volkswagen","Polo 1.0 Life 5dr",2023,16349,1,"Manual",9413,"Petrol",5,"Volkswagen Polo 1.0 Life 5dr 1 Manual Petrol 5 2023",2,1.74,9413
"Audi","A4 Avant 40 TDI Quattro Black Edition 5dr S Tronic",2020,25250,2,"Automatic",48500,"Diesel",5,"Audi A4 Avant 40 TDI Quattro Black Edition 5dr S Tronic 2 Automatic Diesel 5 2020",5,0.52,24250
"BMW","1 Series M135 xDrive 5dr Step Auto",2024,40981,2,"Automatic",6345,"Petrol",5,"BMW 1 Series M135 xDrive 5dr Step Auto 2 Automatic Petrol 5 2024",1,6.46,3172.5
"Peugeot","208 1.2 PureTech 100 GT 5dr",2024,19049,1.2,"Manual",6,"Petrol",5,"Peugeot 208 1.2 PureTech 100 GT 5dr 1.2 Manual Petrol 5 2024",1,3174.83,5
"Audi","A6 Avant 40 TDI Black Edition 5dr S Tronic",2021,28389,2,"Automatic",35216,"Diesel",5,"Audi A6 Avant 40 TDI Black Edition 5dr S Tronic 2 Automatic Diesel 5 2021",4,0.81,17608
"Skoda","Kodiaq 1.5 TSI Sport Line 5dr DSG [7 Seat]",2022,29395,1.5,"Automatic",16123,"Petrol",5,"Skoda Kodiaq 1.5 TSI Sport Line 5dr DSG [7 Seat] 1.5 Automatic Petrol 5 2022",3,1.82,10748.67
"Audi","Q3 35 TFSI Black Edition 5dr S Tronic",2022,32999,1.5,"Automatic",25300,"Petrol",5,"Audi Q3 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2022",3,1.3,16866.67
"Mercedes","-Benz A CLASS 1.3 A180 AMG Line Edition (Executive) Hatchback 5dr Petrol 7G-DCT Euro 6 (s/s) (136 ps)",2021,18399,1.33,"Automatic",50312,"Petrol",5,"Mercedes -Benz A CLASS 1.3 A180 AMG Line Edition (Executive) Hatchback 5dr Petrol 7G-DCT Euro 6 (s/s) (136 ps) 1.33 Automatic Petrol 5 2021",4,0.37,37828.57
"Hyundai","i20 1.0T GDi Element 5dr",2021,11999,1,"Manual",34485,"Petrol",5,"Hyundai i20 1.0T GDi Element 5dr 1 Manual Petrol 5 2021",4,0.35,34485
"Vauxhall","Crossland X 1.2T [110] Elite 5dr [6 Speed] [S/S]",2020,10000,1.2,"Manual",44883,"Petrol",5,"Vauxhall Crossland X 1.2T [110] Elite 5dr [6 Speed] [S/S] 1.2 Manual Petrol 5 2020",5,0.22,37402.5
"Mini","Clubman 2.0 John Cooper Works ALL4 6dr Auto",2021,22049,2,"Automatic",41617,"Petrol",5,"Mini Clubman 2.0 John Cooper Works ALL4 6dr Auto 2 Automatic Petrol 5 2021",4,0.53,20808.5
"Mg","HS 1.5 T-GDI Trophy 5dr DCT",2023,18795,1.5,"Automatic",18591,"Petrol",5,"Mg HS 1.5 T-GDI Trophy 5dr DCT 1.5 Automatic Petrol 5 2023",2,1.01,12394
"Seat","Arona 1.0 TSI 115 SE Technology 5dr DSG",2024,18590,1,"Automatic",1789,"Petrol",5,"Seat Arona 1.0 TSI 115 SE Technology 5dr DSG 1 Automatic Petrol 5 2024",1,10.39,1789
"Audi","A3 Saloon 35 TFSI Black Edition 4dr S Tronic",2024,30900,1.5,"Automatic",7429,"Petrol",4,"Audi A3 Saloon 35 TFSI Black Edition 4dr S Tronic 1.5 Automatic Petrol 4 2024",1,4.16,4952.67
"Peugeot","3008 1.2 PureTech Allure 5dr EAT8",2020,17013,1.2,"Automatic",23689,"Petrol",5,"Peugeot 3008 1.2 PureTech Allure 5dr EAT8 1.2 Automatic Petrol 5 2020",5,0.72,19740.83
"Kia","Ceed 1.6 CRDi ISG 4 Tech 5dr",2016,8291,1.6,"Manual",71510,"Diesel",5,"Kia Ceed 1.6 CRDi ISG 4 Tech 5dr 1.6 Manual Diesel 5 2016",9,0.12,44693.75
"Audi","A3 35 TFSI S line 5dr S Tronic",2021,22795,1.5,"Automatic",18000,"Petrol",5,"Audi A3 35 TFSI S line 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,1.27,12000
"Mg","HS 1.5 T-GDI SE 5dr DCT",2023,16989,1.5,"Automatic",11836,"Petrol",5,"Mg HS 1.5 T-GDI SE 5dr DCT 1.5 Automatic Petrol 5 2023",2,1.44,7890.67
"Audi","A3 Saloon 35 TFSI Edition 1 4dr",2021,22850,1.5,"Manual",32000,"Petrol",4,"Audi A3 Saloon 35 TFSI Edition 1 4dr 1.5 Manual Petrol 4 2021",4,0.71,21333.33
"Audi","A6 Avant 40 TDI Sport 5dr S Tronic",2021,24900,2,"Automatic",34000,"Diesel",5,"Audi A6 Avant 40 TDI Sport 5dr S Tronic 2 Automatic Diesel 5 2021",4,0.73,17000
"Peugeot","2008 1.2 PureTech Active Premium+ 5dr",2022,14995,1.2,"Manual",20192,"Petrol",5,"Peugeot 2008 1.2 PureTech Active Premium+ 5dr 1.2 Manual Petrol 5 2022",3,0.74,16826.67
"Kia","SPORTAGE 1.6 CRDI GT-LINE ISG 5d 135 BHP",2019,15111,1.6,"Automatic",48649,"Diesel",5,"Kia SPORTAGE 1.6 CRDI GT-LINE ISG 5d 135 BHP 1.6 Automatic Diesel 5 2019",6,0.31,30405.62
"Volkswagen","Arteon Shooting Brake 2.0 TSI R-Line 5dr DSG",2022,23249,2,"Automatic",27619,"Petrol",5,"Volkswagen Arteon Shooting Brake 2.0 TSI R-Line 5dr DSG 2 Automatic Petrol 5 2022",3,0.84,13809.5
"Citroen","C3 1.2 PureTech Plus 5dr",2024,15408,1.2,"Manual",105,"Petrol",5,"Citroen C3 1.2 PureTech Plus 5dr 1.2 Manual Petrol 5 2024",1,146.74,87.5
"Peugeot","208 1.2 PureTech 100 Allure Premium 5dr",2021,11995,1.2,"Manual",38189,"Petrol",5,"Peugeot 208 1.2 PureTech 100 Allure Premium 5dr 1.2 Manual Petrol 5 2021",4,0.31,31824.17
"Audi","A5 2.0 TDI Quattro 204 Edition 1 4dr S Tronic",2024,55895,2,"Automatic",6450,"Diesel",4,"Audi A5 2.0 TDI Quattro 204 Edition 1 4dr S Tronic 2 Automatic Diesel 4 2024",1,8.67,3225
"Volkswagen","T-Roc 1.0 TSI 110 SE 5dr",2021,13250,1,"Manual",70172,"Petrol",5,"Volkswagen T-Roc 1.0 TSI 110 SE 5dr 1 Manual Petrol 5 2021",4,0.19,70172
"Audi","Q2 30 TFSI S Line 5dr",2021,17650,1,"Manual",40110,"Petrol",5,"Audi Q2 30 TFSI S Line 5dr 1 Manual Petrol 5 2021",4,0.44,40110
"Nissan","Qashqai 1.7 dCi N-Connecta 5dr",2020,13290,1.7,"Manual",51177,"Diesel",5,"Nissan Qashqai 1.7 dCi N-Connecta 5dr 1.7 Manual Diesel 5 2020",5,0.26,30104.12
"Ds","DS 7 1.5 BlueHDi Performance Line + 5dr EAT8",2024,28189,1.5,"Automatic",10,"Diesel",5,"Ds DS 7 1.5 BlueHDi Performance Line + 5dr EAT8 1.5 Automatic Diesel 5 2024",1,2818.9,6.67
"BMW","2 Series M240i xDrive 2dr Step Auto",2023,38017,3,"Automatic",24420,"Petrol",2,"BMW 2 Series M240i xDrive 2dr Step Auto 3 Automatic Petrol 2 2023",2,1.56,8140
"Volkswagen","PHAETON 3.0 TDI CR V6 Saloon 4dr Diesel Tiptronic 4Motion Euro 5 (240 ps)",2013,8490,2.97,"Automatic",68297,"Diesel",4,"Volkswagen PHAETON 3.0 TDI CR V6 Saloon 4dr Diesel Tiptronic 4Motion Euro 5 (240 ps) 2.97 Automatic Diesel 4 2013",12,0.12,22995.62
"Peugeot","208 1.2 PureTech 100 Allure Premium + 5dr",2022,15583,1.2,"Manual",7684,"Petrol",5,"Peugeot 208 1.2 PureTech 100 Allure Premium + 5dr 1.2 Manual Petrol 5 2022",3,2.03,6403.33
"Hyundai","i10 1.0 Play 5dr",2019,8490,1,"Manual",41872,"Petrol",5,"Hyundai i10 1.0 Play 5dr 1 Manual Petrol 5 2019",6,0.2,41872
"Audi","A5 2.0 TDI Quattro 204 Edition 1 4dr S Tronic",2024,51060,2,"Automatic",5269,"Diesel",4,"Audi A5 2.0 TDI Quattro 204 Edition 1 4dr S Tronic 2 Automatic Diesel 4 2024",1,9.69,2634.5
"Audi","A4 35 TFSI Black Edition 4dr S Tronic",2024,31841,2,"Automatic",1000,"Petrol",4,"Audi A4 35 TFSI Black Edition 4dr S Tronic 2 Automatic Petrol 4 2024",1,31.84,500
"Audi","Q2 35 TFSI Sport 5dr",2021,16750,1.5,"Manual",40696,"Petrol",5,"Audi Q2 35 TFSI Sport 5dr 1.5 Manual Petrol 5 2021",4,0.41,27130.67
"Volkswagen","Polo 1.0 TSI Life 5dr",2022,17990,1,"Manual",13990,"Petrol",5,"Volkswagen Polo 1.0 TSI Life 5dr 1 Manual Petrol 5 2022",3,1.29,13990
"Honda","Jazz 1.3 i-VTEC S 5dr",2019,9758,1.3,"Manual",44101,"Petrol",5,"Honda Jazz 1.3 i-VTEC S 5dr 1.3 Manual Petrol 5 2019",6,0.22,33923.85
"Citroen","C3 Aircross 1.2 PureTech 110 Shine Plus 5dr",2021,9390,1.2,"Manual",62701,"Petrol",5,"Citroen C3 Aircross 1.2 PureTech 110 Shine Plus 5dr 1.2 Manual Petrol 5 2021",4,0.15,52250.83
"Land","Rover RANGE ROVER EVOQUE 2.0 ED4 SE TECH 5d 148 BHP",2017,11990,2,"Manual",78566,"Diesel",5,"Land Rover RANGE ROVER EVOQUE 2.0 ED4 SE TECH 5d 148 BHP 2 Manual Diesel 5 2017",8,0.15,39283
"Audi","A1 30 TFSI 110 Sport 5dr S Tronic",2023,22790,1,"Automatic",8215,"Petrol",5,"Audi A1 30 TFSI 110 Sport 5dr S Tronic 1 Automatic Petrol 5 2023",2,2.77,8215
"Audi","A3 Saloon 35 TFSI Black Edition 4dr S Tronic",2024,29997,1.5,"Automatic",3674,"Petrol",4,"Audi A3 Saloon 35 TFSI Black Edition 4dr S Tronic 1.5 Automatic Petrol 4 2024",1,8.16,2449.33
"Alfa","Romeo Stelvio 2.0 Turbo 280 Veloce 5dr Auto",2022,29080,2,"Automatic",31872,"Petrol",5,"Alfa Romeo Stelvio 2.0 Turbo 280 Veloce 5dr Auto 2 Automatic Petrol 5 2022",3,0.91,15936
"Cupra","Leon 2.0 TSI 300 VZ2 Design Edition 5dr DSG",2024,29490,2,"Automatic",4257,"Petrol",5,"Cupra Leon 2.0 TSI 300 VZ2 Design Edition 5dr DSG 2 Automatic Petrol 5 2024",1,6.93,2128.5
"Vauxhall","Adam 1.2i ecoFLEX Jam 3dr [Start Stop]",2015,5495,1.2,"Manual",54815,"Petrol",3,"Vauxhall Adam 1.2i ecoFLEX Jam 3dr [Start Stop] 1.2 Manual Petrol 3 2015",10,0.1,45679.17
"Land","Rover Discovery Sport 2.0 D200 R-Dynamic SE 5dr Auto",2021,28310,2,"Automatic",45000,"Diesel",5,"Land Rover Discovery Sport 2.0 D200 R-Dynamic SE 5dr Auto 2 Automatic Diesel 5 2021",4,0.63,22500
"BMW","1 SERIES 1.5 118i M Sport Hatchback 5dr Petrol Manual Euro 6 (s/s) (136 ps)",2017,10999,1.5,"Manual",67380,"Petrol",5,"BMW 1 SERIES 1.5 118i M Sport Hatchback 5dr Petrol Manual Euro 6 (s/s) (136 ps) 1.5 Manual Petrol 5 2017",8,0.16,44920
"Mercedes","-Benz A-Class A200 AMG Line 5dr Auto",2019,14513,1.3,"Automatic",68302,"Petrol",5,"Mercedes -Benz A-Class A200 AMG Line 5dr Auto 1.3 Automatic Petrol 5 2019",6,0.21,52540
"Audi","TT 2.0 TFSI QUATTRO S LINE 2d 242 BHP",2020,25750,1.98,"Automatic",23800,"Petrol",2,"Audi TT 2.0 TFSI QUATTRO S LINE 2d 242 BHP 1.98 Automatic Petrol 2 2020",5,1.08,12020.2
"Vauxhall","Grandland X 1.2 Turbo SE 5dr Auto [8 Speed]",2018,12500,1.2,"Automatic",21298,"Petrol",5,"Vauxhall Grandland X 1.2 Turbo SE 5dr Auto [8 Speed] 1.2 Automatic Petrol 5 2018",7,0.59,17748.33
"Nissan","JUKE 1.0 DIG-T Tekna+ SUV 5dr Petrol Manual Euro 6 (s/s) (114 ps)",2021,9750,1,"Manual",26445,"Petrol",5,"Nissan JUKE 1.0 DIG-T Tekna+ SUV 5dr Petrol Manual Euro 6 (s/s) (114 ps) 1 Manual Petrol 5 2021",4,0.37,26445
"Audi","TT 45 TFSI Quattro Black Edition 2dr S Tronic",2020,26390,2,"Automatic",32047,"Petrol",2,"Audi TT 45 TFSI Quattro Black Edition 2dr S Tronic 2 Automatic Petrol 2 2020",5,0.82,16023.5
"Volkswagen","Golf 1.5 TSI 150 R-Line 5dr",2023,22450,1.5,"Manual",14781,"Petrol",5,"Volkswagen Golf 1.5 TSI 150 R-Line 5dr 1.5 Manual Petrol 5 2023",2,1.52,9854
"Skoda","Superb 2.0 TDI CR 200 Laurin + Klement 5dr DSG",2021,24500,2,"Automatic",18456,"Diesel",5,"Skoda Superb 2.0 TDI CR 200 Laurin + Klement 5dr DSG 2 Automatic Diesel 5 2021",4,1.33,9228
"Volkswagen","Golf 1.5 TSI 150 Style 5dr",2024,21991,1.5,"Manual",10596,"Petrol",5,"Volkswagen Golf 1.5 TSI 150 Style 5dr 1.5 Manual Petrol 5 2024",1,2.08,7064
"Nissan","Qashqai 1.2 DiG-T N-Connecta 5dr Xtronic",2018,12495,1.2,"Automatic",49500,"Petrol",5,"Nissan Qashqai 1.2 DiG-T N-Connecta 5dr Xtronic 1.2 Automatic Petrol 5 2018",7,0.25,41250
"Kia","Picanto 1.0 2 5dr",2015,5649,1,"Manual",55000,"Petrol",5,"Kia Picanto 1.0 2 5dr 1 Manual Petrol 5 2015",10,0.1,55000
"Nissan","NAVARA 2.3 dCi N-Guard Pickup Double Cab 4dr Diesel Auto 4WD Euro 6 (190 ps)",2021,31194,2.3,"Automatic",46000,"Diesel",4,"Nissan NAVARA 2.3 dCi N-Guard Pickup Double Cab 4dr Diesel Auto 4WD Euro 6 (190 ps) 2.3 Automatic Diesel 4 2021",4,0.68,20000
"Vauxhall","Mokka 1.2 Turbo SRi Premium 5dr Auto",2022,15995,1.2,"Automatic",36021,"Petrol",5,"Vauxhall Mokka 1.2 Turbo SRi Premium 5dr Auto 1.2 Automatic Petrol 5 2022",3,0.44,30017.5
"BMW","3 Series 320i M Sport 4dr Step Auto",2024,32995,2,"Automatic",8263,"Petrol",4,"BMW 3 Series 320i M Sport 4dr Step Auto 2 Automatic Petrol 4 2024",1,3.99,4131.5
"Skoda","KAMIQ 1.6 TDI SE SUV 5dr Diesel Automatic Euro 6 (s/s) (115 ps)",2020,13650,1.6,"Automatic",43163,"Diesel",5,"Skoda KAMIQ 1.6 TDI SE SUV 5dr Diesel Automatic Euro 6 (s/s) (115 ps) 1.6 Automatic Diesel 5 2020",5,0.32,26976.88
"Mazda","CX-5 2.0 Newground 5dr",2022,21078,2,"Manual",12149,"Petrol",5,"Mazda CX-5 2.0 Newground 5dr 2 Manual Petrol 5 2022",3,1.73,6074.5
"Peugeot","208 1.2 PureTech 100 Allure 5dr",2024,17949,1.2,"Manual",369,"Petrol",5,"Peugeot 208 1.2 PureTech 100 Allure 5dr 1.2 Manual Petrol 5 2024",1,48.64,307.5
"Audi","A5 2.0 TDI Quattro 204 Edition 1 4dr S Tronic",2025,50000,2,"Automatic",376,"Diesel",4,"Audi A5 2.0 TDI Quattro 204 Edition 1 4dr S Tronic 2 Automatic Diesel 4 2025",0,132.98,188
"Audi","Q3 35 TFSI Black Edition 5dr S Tronic",2022,35386,1.5,"Automatic",13803,"Petrol",5,"Audi Q3 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2022",3,2.56,9202
"Audi","Q8 50 TDI Quattro S Line 5dr Tiptronic [Leather]",2021,43495,3,"Automatic",24200,"Diesel",5,"Audi Q8 50 TDI Quattro S Line 5dr Tiptronic [Leather] 3 Automatic Diesel 5 2021",4,1.8,8066.67
"Hyundai","i20 1.0T GDi Advance 5dr",2024,15549,1,"Manual",9557,"Petrol",5,"Hyundai i20 1.0T GDi Advance 5dr 1 Manual Petrol 5 2024",1,1.63,9557
"Audi","Q2 35 TFSI S Line 5dr S Tronic",2021,21500,1.5,"Automatic",16761,"Petrol",5,"Audi Q2 35 TFSI S Line 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,1.28,11174
"Skoda","Karoq 1.5 TSI Edition 5dr DSG",2021,22812,1.5,"Automatic",22166,"Petrol",5,"Skoda Karoq 1.5 TSI Edition 5dr DSG 1.5 Automatic Petrol 5 2021",4,1.03,14777.33
"Nissan","Qashqai 1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof",2021,16975,1.3,"Automatic",36699,"Petrol",5,"Nissan Qashqai 1.3 DiG-T 160 [157] N-Connecta 5dr DCT Glass Roof 1.3 Automatic Petrol 5 2021",4,0.46,28230
"Volkswagen","T-Roc 1.5 TSI EVO R-Line 5dr DSG",2020,22740,1.5,"Automatic",26216,"Petrol",5,"Volkswagen T-Roc 1.5 TSI EVO R-Line 5dr DSG 1.5 Automatic Petrol 5 2020",5,0.87,17477.33
"Audi","S3 S3 TFSI Black Edition Quattro 4dr S Tronic",2024,40000,2,"Automatic",4532,"Petrol",4,"Audi S3 S3 TFSI Black Edition Quattro 4dr S Tronic 2 Automatic Petrol 4 2024",1,8.83,2266
"Ford","Fiesta ZETEC",2019,8995,1.08,"Manual",58225,"Petrol",5,"Ford Fiesta ZETEC 1.08 Manual Petrol 5 2019",6,0.15,53912.04
"BMW","X1 sDrive 20i M Sport 5dr Step Auto",2019,20491,2,"Automatic",56100,"Petrol",5,"BMW X1 sDrive 20i M Sport 5dr Step Auto 2 Automatic Petrol 5 2019",6,0.37,28050
"Vauxhall","Corsa 1.2 Turbo GS 5dr",2023,13999,1.2,"Manual",13814,"Petrol",5,"Vauxhall Corsa 1.2 Turbo GS 5dr 1.2 Manual Petrol 5 2023",2,1.01,11511.67
"Land","Rover Range Rover Evoque 2.0 D150 SE 5dr Auto",2019,18000,2,"Automatic",79630,"Diesel",5,"Land Rover Range Rover Evoque 2.0 D150 SE 5dr Auto 2 Automatic Diesel 5 2019",6,0.23,39815
"Audi","Q2 35 TFSI Sport 5dr S Tronic",2024,28750,1.5,"Automatic",1500,"Petrol",5,"Audi Q2 35 TFSI Sport 5dr S Tronic 1.5 Automatic Petrol 5 2024",1,19.17,1000
"Ford","B-MAX 1.5 TITANIUM X TDCI 5d 94 BHP",2015,7990,1.5,"Manual",42281,"Diesel",5,"Ford B-MAX 1.5 TITANIUM X TDCI 5d 94 BHP 1.5 Manual Diesel 5 2015",10,0.19,28187.33
"Kia","Picanto 1.0 X-Line S 5dr Auto",2021,14149,1,"Automatic",2572,"Petrol",5,"Kia Picanto 1.0 X-Line S 5dr Auto 1 Automatic Petrol 5 2021",4,5.5,2572
"Audi","A5 40 TFSI 204 S Line 2dr S Tronic",2024,34579,2,"Automatic",4587,"Petrol",2,"Audi A5 40 TFSI 204 S Line 2dr S Tronic 2 Automatic Petrol 2 2024",1,7.54,2293.5
"Skoda","Kodiaq 2.0 TSI 190 Edition 4x4 5dr DSG [7 Seat]",2020,23990,2,"Automatic",41739,"Petrol",5,"Skoda Kodiaq 2.0 TSI 190 Edition 4x4 5dr DSG [7 Seat] 2 Automatic Petrol 5 2020",5,0.57,20869.5
"Audi","Q3 35 TDI Sport 5dr S Tronic",2024,33500,2,"Automatic",2000,"Diesel",5,"Audi Q3 35 TDI Sport 5dr S Tronic 2 Automatic Diesel 5 2024",1,16.75,1000
"Nissan","Juke 1.0 DiG-T 114 Tekna 5dr",2021,14000,1,"Manual",14956,"Petrol",5,"Nissan Juke 1.0 DiG-T 114 Tekna 5dr 1 Manual Petrol 5 2021",4,0.94,14956
"Mg","ZS 1.5 VTi-TECH Exclusive 5dr",2024,15189,1.5,"Manual",11308,"Petrol",5,"Mg ZS 1.5 VTi-TECH Exclusive 5dr 1.5 Manual Petrol 5 2024",1,1.34,7538.67
"Land","Rover Discovery Sport 2.0 D240 R-Dynamic HSE 5dr Auto",2020,28749,2,"Automatic",35747,"Diesel",5,"Land Rover Discovery Sport 2.0 D240 R-Dynamic HSE 5dr Auto 2 Automatic Diesel 5 2020",5,0.8,17873.5
"Audi","A1 35 TFSI Black Edition 5dr S Tronic",2021,21244,1.5,"Automatic",32938,"Petrol",5,"Audi A1 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,0.64,21958.67
"Fiat","500X 1.0 City Cross 5dr",2018,8706,1,"Manual",51647,"Petrol",5,"Fiat 500X 1.0 City Cross 5dr 1 Manual Petrol 5 2018",7,0.17,51647
"Hyundai","i10 1.0 [63] Advance 5dr [Nav]",2024,14588,1,"Manual",10,"Petrol",5,"Hyundai i10 1.0 [63] Advance 5dr [Nav] 1 Manual Petrol 5 2024",1,1458.8,10
"Porsche","911 GTS 2dr PDK",2022,109990,3,"Automatic",6734,"Petrol",2,"Porsche 911 GTS 2dr PDK 3 Automatic Petrol 2 2022",3,16.33,2244.67
"Seat","Leon 1.4 TSI 125 FR Technology 5dr",2018,12086,1.4,"Manual",37533,"Petrol",5,"Seat Leon 1.4 TSI 125 FR Technology 5dr 1.4 Manual Petrol 5 2018",7,0.32,26809.29
